"Year ","Crop ","Month ","City","State","Price"
"2023","Onion","November","Chennai","Tamilnadu","5475"
"2023","Onion","December","Chennai","Tamilnadu","4000"
"2023","Onion","January","Dindigul","Tamilnadu","2200"
"2023","Onion","February","Dindigul","Tamilnadu","1950"
"2023","Onion","March","Dindigul","Tamilnadu","1020"
"2023","Onion","April","Dindigul","Tamilnadu","975"
"2023","Onion","May","Dindigul","Tamilnadu","1000"
"2023","Onion","June","Dindigul","Tamilnadu","1180"
"2023","Onion","July","Dindigul","Tamilnadu","1950"
"2023","Onion","August","Dindigul","Tamilnadu","2150"
"2023","Onion","September","Dindigul","Tamilnadu","2340"
"2023","Onion","October","Dindigul","Tamilnadu","3200"
"2023","Onion","November","Dindigul","Tamilnadu","4750"
"2023","Onion","December","Dindigul","Tamilnadu","3600"
"2023","Onion","January","Kanpur","Uttarpradesh","1750"
"2023","Onion","February","Kanpur","Uttarpradesh","1703"
"2023","Onion","March","Kanpur","Uttarpradesh","1405"
"2023","Onion","April","Kanpur","Uttarpradesh","1340"
"2023","Onion","May","Kanpur","Uttarpradesh","1175"
"2023","Onion","June","Kanpur","Uttarpradesh","1152"
"2023","Onion","July","Kanpur","Uttarpradesh","1544"
"2023","Onion","August","Kanpur","Uttarpradesh","1750"
"2023","Onion","September","Kanpur","Uttarpradesh","2047"
"2023","Onion","October","Kanpur","Uttarpradesh","2263"
"2023","Onion","November","Kanpur","Uttarpradesh","3525"
"2023","Onion","December","Kanpur","Uttarpradesh","2930"
"2023","Onion","January","Lucknow","Uttarpradesh","1450"
"2023","Onion","February","Lucknow","Uttarpradesh","1543"
"2023","Onion","March","Lucknow","Uttarpradesh","1260"
"2023","Onion","April","Lucknow","Uttarpradesh","1241"
"2023","Onion","May","Lucknow","Uttarpradesh","1170"
"2023","Onion","June","Lucknow","Uttarpradesh","1167"
"2023","Onion","July","Lucknow","Uttarpradesh","1461"
"2023","Onion","August","Lucknow","Uttarpradesh","1844"
"2023","Onion","September","Lucknow","Uttarpradesh","2082"
"2023","Onion","October","Lucknow","Uttarpradesh","2390"
"2023","Onion","November","Lucknow","Uttarpradesh","3863"
"2023","Onion","December","Lucknow","Uttarpradesh","3160"
"2023","Onion","January","Kolkata","West Bengal","1990"
"2023","Onion","February","Kolkata","West Bengal","1235"
"2023","Onion","March","Kolkata","West Bengal","1050"
"2023","Onion","April","Kolkata","West Bengal","914"
"2023","Onion","May","Kolkata","West Bengal","1344"
"2023","Onion","June","Kolkata","West Bengal","1942"
"2023","Onion","July","Kolkata","West Bengal","1981"
"2023","Onion","August","Kolkata","West Bengal","2541"
"2023","Onion","September","Kolkata","West Bengal","2713"
"2023","Onion","October","Kolkata","West Bengal","3698"
"2023","Onion","November","Kolkata","West Bengal","4050"
"2023","Onion","December","Kolkata","West Bengal","3187"
"2022","Apple","January","Mumbai","Maharashtra","9750"
"2022","Apple","February","Mumbai","Maharashtra","9875"
"2022","Apple","March","Mumbai","Maharashtra","9188"
"2022","Apple","April","Mumbai","Maharashtra","10800"
"2022","Apple","May","Mumbai","Maharashtra","13000"
"2022","Apple","June","Mumbai","Maharashtra","13625"
"2022","Apple","July","Mumbai","Maharashtra","12700"
"2022","Apple","August","Mumbai","Maharashtra","11875"
"2022","Apple","September","Mumbai","Maharashtra","11300"
"2022","Apple","October","Mumbai","Maharashtra","9500"
"2022","Apple","November","Mumbai","Maharashtra","8200"
"2022","Apple","December","Mumbai","Maharashtra","9200"
"2022","Apple","January","Chennai","Tamilnadu","13375"
"2022","Apple","February","Chennai","Tamilnadu","13250"
"2022","Apple","March","Chennai","Tamilnadu","13000"
"2022","Apple","April","Chennai","Tamilnadu","13700"
"2022","Apple","May","Chennai","Tamilnadu","14750"
"2022","Apple","June","Chennai","Tamilnadu","16000"
"2022","Apple","July","Chennai","Tamilnadu","17500"
"2022","Apple","August","Chennai","Tamilnadu","17625"
"2022","Apple","September","Chennai","Tamilnadu","13640"
"2022","Apple","October","Chennai","Tamilnadu","10500"
"2022","Apple","November","Chennai","Tamilnadu","9550"
"2022","Apple","December","Chennai","Tamilnadu","9580"
"2022","Apple","January","Lucknow","Uttarpradesh","7413"
"2022","Apple","February","Lucknow","Uttarpradesh","7388"
"2022","Apple","March","Lucknow","Uttarpradesh","7925"
"2022","Apple","April","Lucknow","Uttarpradesh","9490"
"2022","Apple","May","Lucknow","Uttarpradesh","9350"
"2022","Apple","June","Lucknow","Uttarpradesh","9338"
"2022","Apple","July","Lucknow","Uttarpradesh","9545"
"2022","Apple","August","Lucknow","Uttarpradesh","7550"
"2022","Apple","September","Lucknow","Uttarpradesh","6640"
"2022","Apple","October","Lucknow","Uttarpradesh","6415"
"2022","Apple","November","Lucknow","Uttarpradesh","6013"
"2022","Apple","December","Lucknow","Uttarpradesh","5092"
"2022","Apple","January","Delhi","Delhi","6325"
"2022","Apple","February","Delhi","Delhi","7238"
"2022","Apple","March","Delhi","Delhi","8950"
"2022","Apple","April","Delhi","Delhi","9850"
"2022","Apple","May","Delhi","Delhi","8375"
"2022","Apple","June","Delhi","Delhi","9575"
"2022","Apple","July","Delhi","Delhi","8620"
"2022","Apple","August","Delhi","Delhi","5725"
"2022","Apple","September","Delhi","Delhi","6680"
"2022","Apple","October","Delhi","Delhi","7100"
"2022","Apple","November","Delhi","Delhi","7000"
"2022","Apple","December","Delhi","Delhi","6000"
"2023","Apple","January","Mumbai","Maharashtra","8188"
"2023","Apple","February","Mumbai","Maharashtra","8250"
"2023","Apple","March","Mumbai","Maharashtra","8300"
"2023","Apple","April","Mumbai","Maharashtra","8500"
"2023","Apple","May","Mumbai","Maharashtra","13000"
"2023","Apple","June","Mumbai","Maharashtra","11700"
"2023","Apple","July","Mumbai","Maharashtra","11500"
"2023","Apple","August","Mumbai","Maharashtra","10188"
"2023","Apple","September","Mumbai","Maharashtra","12200"
"2023","Apple","October","Mumbai","Maharashtra","11625"
"2023","Apple","November","Mumbai","Maharashtra","9000"
"2023","Apple","December","Mumbai","Maharashtra","9500"
"2023","Apple","January","Chennai","Tamilnadu","11875"
"2023","Apple","February","Chennai","Tamilnadu","13625"
"2023","Apple","March","Chennai","Tamilnadu","14000"
"2023","Apple","April","Chennai","Tamilnadu","14750"
"2023","Apple","May","Chennai","Tamilnadu","15250"
"2023","Apple","June","Chennai","Tamilnadu","15900"
"2023","Apple","July","Chennai","Tamilnadu","19000"
"2023","Apple","August","Chennai","Tamilnadu","21875"
"2023","Apple","September","Chennai","Tamilnadu","21000"
"2023","Apple","October","Chennai","Tamilnadu","21500"
"2023","Apple","November","Chennai","Tamilnadu","21000"
"2023","Apple","December","Chennai","Tamilnadu","19440"
"2023","Apple","January","Lucknow","Uttarpradesh","5500"
"2023","Apple","February","Lucknow","Uttarpradesh","6005"
"2023","Apple","March","Lucknow","Uttarpradesh","7170"
"2023","Apple","April","Lucknow","Uttarpradesh","8250"
"2023","Apple","May","Lucknow","Uttarpradesh","8838"
"2023","Apple","June","Lucknow","Uttarpradesh","9350"
"2023","Apple","July","Lucknow","Uttarpradesh","9875"
"2023","Apple","August","Lucknow","Uttarpradesh","9000"
"2023","Apple","September","Lucknow","Uttarpradesh","7360"
"2023","Apple","October","Lucknow","Uttarpradesh","7438"
"2023","Apple","November","Lucknow","Uttarpradesh","8113"
"2023","Apple","December","Lucknow","Uttarpradesh","7440"
"2023","Apple","January","Delhi","Delhi","6300"
"2023","Apple","February","Delhi","Delhi","7600"
"2023","Apple","March","Delhi","Delhi","8680"
"2023","Apple","April","Delhi","Delhi","8975"
"2023","Apple","May","Delhi","Delhi","9000"
"2023","Apple","June","Delhi","Delhi","9400"
"2023","Apple","July","Delhi","Delhi","9338"
"2023","Apple","August","Delhi","Delhi","10600"
"2023","Apple","September","Delhi","Delhi","12977"
"2023","Apple","October","Delhi","Delhi","9850"
"2023","Apple","November","Delhi","Delhi","8745"
"2023","Apple","December","Delhi","Delhi","10284"
"2022","Orange","January","Nagpur","Maharashtra","1725"
"2022","Orange","February","Nagpur","Maharashtra","2163"
"2022","Orange","March","Nagpur","Maharashtra","2488"
"2022","Orange","April","Nagpur","Maharashtra","3467"
"2022","Orange","May","Nagpur","Maharashtra","3467"
"2022","Orange","June","Nagpur","Maharashtra","3467"
"2022","Orange","July","Nagpur","Maharashtra","3467"
"2022","Orange","August","Nagpur","Maharashtra","3467"
"2022","Orange","September","Nagpur","Maharashtra","1680"
"2022","Orange","October","Nagpur","Maharashtra","2113"
"2022","Orange","November","Nagpur","Maharashtra","1825"
"2022","Orange","December","Nagpur","Maharashtra","2080"
"2022","Orange","January","Chennai","Tamilnadu","1525"
"2022","Orange","February","Chennai","Tamilnadu","1700"
"2022","Orange","March","Chennai","Tamilnadu","1825"
"2022","Orange","April","Chennai","Tamilnadu","1940"
"2022","Orange","May","Chennai","Tamilnadu","1975"
"2022","Orange","June","Chennai","Tamilnadu","1950"
"2022","Orange","July","Chennai","Tamilnadu","2020"
"2022","Orange","August","Chennai","Tamilnadu","2625"
"2022","Orange","September","Chennai","Tamilnadu","2600"
"2022","Orange","October","Chennai","Tamilnadu","2275"
"2022","Orange","November","Chennai","Tamilnadu","1925"
"2022","Orange","December","Chennai","Tamilnadu","2080"
"2022","Orange","January","Kanpur","Uttarpradesh","641"
"2022","Orange","February","Kanpur","Uttarpradesh","683"
"2022","Orange","March","Kanpur","Uttarpradesh","719"
"2022","Orange","April","Kanpur","Uttarpradesh","813"
"2022","Orange","May","Kanpur","Uttarpradesh","925"
"2022","Orange","June","Kanpur","Uttarpradesh","1213"
"2022","Orange","July","Kanpur","Uttarpradesh","1213"
"2022","Orange","August","Kanpur","Uttarpradesh","1213"
"2022","Orange","September","Kanpur","Uttarpradesh","1213"
"2022","Orange","October","Kanpur","Uttarpradesh","967"
"2022","Orange","November","Kanpur","Uttarpradesh","788"
"2022","Orange","December","Kanpur","Uttarpradesh","651"
"2022","Orange","January","Kolkata","West Bengal","725"
"2022","Orange","February","Kolkata","West Bengal","738"
"2022","Orange","March","Kolkata","West Bengal","838"
"2022","Orange","April","Kolkata","West Bengal","870"
"2022","Orange","May","Kolkata","West Bengal","900"
"2022","Orange","June","Kolkata","West Bengal","900"
"2022","Orange","July","Kolkata","West Bengal","900"
"2022","Orange","August","Kolkata","West Bengal","900"
"2022","Orange","September","Kolkata","West Bengal","900"
"2022","Orange","October","Kolkata","West Bengal","600"
"2022","Orange","November","Kolkata","West Bengal","625"
"2022","Orange","December","Kolkata","West Bengal","570"
"2022","Orange","January","Delhi","Delhi","5250"
"2022","Orange","February","Delhi","Delhi","5250"
"2022","Orange","March","Delhi","Delhi","5250"
"2022","Orange","April","Delhi","Delhi","4650"
"2022","Orange","May","Delhi","Delhi","3133"
"2022","Orange","June","Delhi","Delhi","3133"
"2022","Orange","July","Delhi","Delhi","3133"
"2022","Orange","August","Delhi","Delhi","4150"
"2022","Orange","September","Delhi","Delhi","5280"
"2022","Orange","October","Delhi","Delhi","4856"
"2022","Orange","November","Delhi","Delhi","3700"
"2022","Orange","December","Delhi","Delhi","3120"
"2023","Orange","January","Nagpur","Maharashtra","2450"
"2023","Orange","February","Nagpur","Maharashtra","2913"
"2023","Orange","March","Nagpur","Maharashtra","2550"
"2023","Orange","April","Nagpur","Maharashtra","3483"
"2023","Orange","May","Nagpur","Maharashtra","3483"
"2023","Orange","June","Nagpur","Maharashtra","3483"
"2023","Orange","July","Nagpur","Maharashtra","3483"
"2023","Orange","August","Nagpur","Maharashtra","3483"
"2023","Orange","September","Nagpur","Maharashtra","1788"
"2023","Orange","October","Nagpur","Maharashtra","1288"
"2023","Orange","November","Nagpur","Maharashtra","1800"
"2023","Orange","December","Nagpur","Maharashtra","1619"
"2023","Orange","January","Chennai","Tamilnadu","2150"
"2023","Orange","February","Chennai","Tamilnadu","2100"
"2023","Orange","March","Chennai","Tamilnadu","2060"
"2023","Orange","April","Chennai","Tamilnadu","1925"
"2023","Orange","May","Chennai","Tamilnadu","2200"
"2023","Orange","June","Chennai","Tamilnadu","2100"
"2023","Orange","July","Chennai","Tamilnadu","2075"
"2023","Orange","August","Chennai","Tamilnadu","2375"
"2023","Orange","September","Chennai","Tamilnadu","2540"
"2023","Orange","October","Chennai","Tamilnadu","2400"
"2023","Orange","November","Chennai","Tamilnadu","2250"
"2023","Orange","December","Chennai","Tamilnadu","2090"
"2023","Orange","January","Kanpur","Uttarpradesh","578"
"2023","Orange","February","Kanpur","Uttarpradesh","604"
"2023","Orange","March","Kanpur","Uttarpradesh","685"
"2023","Orange","April","Kanpur","Uttarpradesh","720"
"2023","Orange","May","Kanpur","Uttarpradesh","720"
"2023","Orange","June","Kanpur","Uttarpradesh","720"
"2023","Orange","July","Kanpur","Uttarpradesh","720"
"2023","Orange","August","Kanpur","Uttarpradesh","720"
"2023","Orange","September","Kanpur","Uttarpradesh","720"
"2023","Orange","October","Kanpur","Uttarpradesh","700"
"2023","Orange","November","Kanpur","Uttarpradesh","650"
"2023","Orange","December","Kanpur","Uttarpradesh","590"
"2023","Orange","January","Kolkata","West Bengal","713"
"2023","Orange","February","Kolkata","West Bengal","813"
"2023","Orange","March","Kolkata","West Bengal","1150"
"2023","Orange","April","Kolkata","West Bengal","1550"
"2023","Orange","May","Kolkata","West Bengal","1550"
"2023","Orange","June","Kolkata","West Bengal","1550"
"2023","Orange","July","Kolkata","West Bengal","1550"
"2023","Orange","August","Kolkata","West Bengal","1550"
"2023","Orange","September","Kolkata","West Bengal","1550"
"2023","Orange","October","Kolkata","West Bengal","750"
"2023","Orange","November","Kolkata","West Bengal","663"
"2023","Orange","December","Kolkata","West Bengal","630"
"2023","Orange","January","Delhi","Delhi","4200"
"2023","Orange","February","Delhi","Delhi","4450"
"2023","Orange","March","Delhi","Delhi","4640"
"2023","Orange","April","Delhi","Delhi","6238"
"2023","Orange","May","Delhi","Delhi","6533"
"2023","Orange","June","Delhi","Delhi","6533"
"2023","Orange","July","Delhi","Delhi","6533"
"2023","Orange","August","Delhi","Delhi","6533"
"2023","Orange","September","Delhi","Delhi","4316"
"2023","Orange","October","Delhi","Delhi","4100"
"2023","Orange","November","Delhi","Delhi","3521"
"2023","Orange","December","Delhi","Delhi","2738"
"2022","Banana","January","Rajahmundry","Andhra Pradesh","269"
"2022","Banana","February","Rajahmundry","Andhra Pradesh","289"
"2022","Banana","March","Rajahmundry","Andhra Pradesh","323"
"2022","Banana","April","Rajahmundry","Andhra Pradesh","357"
"2022","Banana","May","Rajahmundry","Andhra Pradesh","415"
"2022","Banana","June","Rajahmundry","Andhra Pradesh","416"
"2022","Banana","July","Rajahmundry","Andhra Pradesh","336"
"2022","Banana","August","Rajahmundry","Andhra Pradesh","383"
"2022","Banana","September","Rajahmundry","Andhra Pradesh","478"
"2022","Banana","October","Rajahmundry","Andhra Pradesh","500"
"2022","Banana","November","Rajahmundry","Andhra Pradesh","538"
"2022","Banana","December","Rajahmundry","Andhra Pradesh","552"
"2022","Banana","January","Jalgao","Maharashtra","123"
"2022","Banana","February","Jalgao","Maharashtra","123"
"2022","Banana","March","Jalgao","Maharashtra","135"
"2022","Banana","April","Jalgao","Maharashtra","142"
"2022","Banana","May","Jalgao","Maharashtra","143"
"2022","Banana","June","Jalgao","Maharashtra","153"
"2022","Banana","July","Jalgao","Maharashtra","214"
"2022","Banana","August","Jalgao","Maharashtra","288"
"2022","Banana","September","Jalgao","Maharashtra","234"
"2022","Banana","October","Jalgao","Maharashtra","203"
"2022","Banana","November","Jalgao","Maharashtra","207"
"2022","Banana","December","Jalgao","Maharashtra","250"
"2022","Banana","January","Vellore","Tamilnadu","288"
"2022","Banana","February","Vellore","Tamilnadu","313"
"2022","Banana","March","Vellore","Tamilnadu","350"
"2022","Banana","April","Vellore","Tamilnadu","350"
"2022","Banana","May","Vellore","Tamilnadu","250"
"2022","Banana","June","Vellore","Tamilnadu","258"
"2022","Banana","July","Vellore","Tamilnadu","328"
"2022","Banana","August","Vellore","Tamilnadu","450"
"2022","Banana","September","Vellore","Tamilnadu","408"
"2022","Banana","October","Vellore","Tamilnadu","300"
"2022","Banana","November","Vellore","Tamilnadu","300"
"2022","Banana","December","Vellore","Tamilnadu","250"
"2022","Banana","January","Kanpur","Uttarpradesh","304"
"2022","Banana","February","Kanpur","Uttarpradesh","325"
"2022","Banana","March","Kanpur","Uttarpradesh","384"
"2022","Banana","April","Kanpur","Uttarpradesh","446"
"2022","Banana","May","Kanpur","Uttarpradesh","481"
"2022","Banana","June","Kanpur","Uttarpradesh","484"
"2022","Banana","July","Kanpur","Uttarpradesh","438"
"2022","Banana","August","Kanpur","Uttarpradesh","425"
"2022","Banana","September","Kanpur","Uttarpradesh","368"
"2022","Banana","October","Kanpur","Uttarpradesh","360"
"2022","Banana","November","Kanpur","Uttarpradesh","316"
"2022","Banana","December","Kanpur","Uttarpradesh","303"
"2022","Banana","January","Kolkata","West Bengal","211"
"2022","Banana","February","Kolkata","West Bengal","246"
"2022","Banana","March","Kolkata","West Bengal","216"
"2022","Banana","April","Kolkata","West Bengal","215"
"2022","Banana","May","Kolkata","West Bengal","306"
"2022","Banana","June","Kolkata","West Bengal","380"
"2022","Banana","July","Kolkata","West Bengal","378"
"2022","Banana","August","Kolkata","West Bengal","318"
"2022","Banana","September","Kolkata","West Bengal","360"
"2022","Banana","October","Kolkata","West Bengal","333"
"2022","Banana","November","Kolkata","West Bengal","338"
"2022","Banana","December","Kolkata","West Bengal","326"
"2023","Banana","January","Rajahmundry","Andhra Pradesh","525"
"2023","Banana","February","Rajahmundry","Andhra Pradesh","505"
"2023","Banana","March","Rajahmundry","Andhra Pradesh","486"
"2023","Banana","April","Rajahmundry","Andhra Pradesh","498"
"2023","Banana","May","Rajahmundry","Andhra Pradesh","515"
"2023","Banana","June","Rajahmundry","Andhra Pradesh","512"
"2023","Banana","July","Rajahmundry","Andhra Pradesh","508"
"2023","Banana","August","Rajahmundry","Andhra Pradesh","538"
"2023","Banana","September","Rajahmundry","Andhra Pradesh","604"
"2023","Banana","October","Rajahmundry","Andhra Pradesh","613"
"2023","Banana","November","Rajahmundry","Andhra Pradesh","603"
"2023","Banana","December","Rajahmundry","Andhra Pradesh","602"
"2023","Banana","January","Jalgao","Maharashtra","255"
"2023","Banana","February","Jalgao","Maharashtra","275"
"2023","Banana","March","Jalgao","Maharashtra","316"
"2023","Banana","April","Jalgao","Maharashtra","315"
"2023","Banana","May","Jalgao","Maharashtra","315"
"2023","Banana","June","Jalgao","Maharashtra","308"
"2023","Banana","July","Jalgao","Maharashtra","353"
"2023","Banana","August","Jalgao","Maharashtra","408"
"2023","Banana","September","Jalgao","Maharashtra","420"
"2023","Banana","October","Jalgao","Maharashtra","350"
"2023","Banana","November","Jalgao","Maharashtra","345"
"2023","Banana","December","Jalgao","Maharashtra","420"
"2023","Banana","January","Vellore","Tamilnadu","300"
"2023","Banana","February","Vellore","Tamilnadu","300"
"2023","Banana","March","Vellore","Tamilnadu","274"
"2023","Banana","April","Vellore","Tamilnadu","163"
"2023","Banana","May","Vellore","Tamilnadu","192"
"2023","Banana","June","Vellore","Tamilnadu","167"
"2023","Banana","July","Vellore","Tamilnadu","167"
"2023","Banana","August","Vellore","Tamilnadu","275"
"2023","Banana","September","Vellore","Tamilnadu","300"
"2023","Banana","October","Vellore","Tamilnadu","300"
"2023","Banana","November","Vellore","Tamilnadu","300"
"2023","Banana","December","Vellore","Tamilnadu","300"
"2023","Banana","January","Kanpur","Uttarpradesh","290"
"2023","Banana","February","Kanpur","Uttarpradesh","343"
"2023","Banana","March","Kanpur","Uttarpradesh","410"
"2023","Banana","April","Kanpur","Uttarpradesh","478"
"2023","Banana","May","Kanpur","Uttarpradesh","494"
"2023","Banana","June","Kanpur","Uttarpradesh","482"
"2023","Banana","July","Kanpur","Uttarpradesh","488"
"2023","Banana","August","Kanpur","Uttarpradesh","455"
"2023","Banana","September","Kanpur","Uttarpradesh","423"
"2023","Banana","October","Kanpur","Uttarpradesh","438"
"2023","Banana","November","Kanpur","Uttarpradesh","471"
"2023","Banana","December","Kanpur","Uttarpradesh","440"
"2023","Banana","January","Kolkata","West Bengal","256"
"2023","Banana","February","Kolkata","West Bengal","300"
"2023","Banana","March","Kolkata","West Bengal","350"
"2023","Banana","April","Kolkata","West Bengal","430"
"2023","Banana","May","Kolkata","West Bengal","368"
"2023","Banana","June","Kolkata","West Bengal","361"
"2023","Banana","July","Kolkata","West Bengal","343"
"2023","Banana","August","Kolkata","West Bengal","331"
"2023","Banana","September","Kolkata","West Bengal","356"
"2023","Banana","October","Kolkata","West Bengal","375"
"2023","Banana","November","Kolkata","West Bengal","363"
"2023","Banana","December","Kolkata","West Bengal","318"
"2022","Coconut","January","Rajahmundry","Andhra Pradesh","17025"
"2022","Coconut","February","Rajahmundry","Andhra Pradesh","17400"
"2022","Coconut","March","Rajahmundry","Andhra Pradesh","17875"
"2022","Coconut","April","Rajahmundry","Andhra Pradesh","18100"
"2022","Coconut","May","Rajahmundry","Andhra Pradesh","17500"
"2022","Coconut","June","Rajahmundry","Andhra Pradesh","16500"
"2022","Coconut","July","Rajahmundry","Andhra Pradesh","12980"
"2022","Coconut","August","Rajahmundry","Andhra Pradesh","14000"
"2022","Coconut","September","Rajahmundry","Andhra Pradesh","16400"
"2022","Coconut","October","Rajahmundry","Andhra Pradesh","19250"
"2022","Coconut","November","Rajahmundry","Andhra Pradesh","19625"
"2022","Coconut","December","Rajahmundry","Andhra Pradesh","20100"
"2022","Coconut","January","Manglore","Karnataka","24750"
"2022","Coconut","February","Manglore","Karnataka","23750"
"2022","Coconut","March","Manglore","Karnataka","19250"
"2022","Coconut","April","Manglore","Karnataka","19000"
"2022","Coconut","May","Manglore","Karnataka","19000"
"2022","Coconut","June","Manglore","Karnataka","20500"
"2022","Coconut","July","Manglore","Karnataka","19000"
"2022","Coconut","August","Manglore","Karnataka","19000"
"2022","Coconut","September","Manglore","Karnataka","19000"
"2022","Coconut","October","Manglore","Karnataka","19000"
"2022","Coconut","November","Manglore","Karnataka","19000"
"2022","Coconut","December","Manglore","Karnataka","18200"
"2022","Coconut","January","Kozhikode","Kerala","9950"
"2022","Coconut","February","Kozhikode","Kerala","9700"
"2022","Coconut","March","Kozhikode","Kerala","10050"
"2022","Coconut","April","Kozhikode","Kerala","10020"
"2022","Coconut","May","Kozhikode","Kerala","9200"
"2022","Coconut","June","Kozhikode","Kerala","8850"
"2022","Coconut","July","Kozhikode","Kerala","9200"
"2022","Coconut","August","Kozhikode","Kerala","9325"
"2022","Coconut","September","Kozhikode","Kerala","8900"
"2022","Coconut","October","Kozhikode","Kerala","8000"
"2022","Coconut","November","Kozhikode","Kerala","8525"
"2022","Coconut","December","Kozhikode","Kerala","8900"
"2022","Coconut","January","Kolkata","West Bengal","27250"
"2022","Coconut","February","Kolkata","West Bengal","28000"
"2022","Coconut","March","Kolkata","West Bengal","27500"
"2022","Coconut","April","Kolkata","West Bengal","28000"
"2022","Coconut","May","Kolkata","West Bengal","26500"
"2022","Coconut","June","Kolkata","West Bengal","26750"
"2022","Coconut","July","Kolkata","West Bengal","30000"
"2022","Coconut","August","Kolkata","West Bengal","30000"
"2022","Coconut","September","Kolkata","West Bengal","30000"
"2022","Coconut","October","Kolkata","West Bengal","30000"
"2022","Coconut","November","Kolkata","West Bengal","30000"
"2022","Coconut","December","Kolkata","West Bengal","30000"
"2022","Coconut","January","Mapusa","Goa","12800"
"2022","Coconut","February","Mapusa","Goa","11975"
"2022","Coconut","March","Mapusa","Goa","12175"
"2022","Coconut","April","Mapusa","Goa","10900"
"2022","Coconut","May","Mapusa","Goa","9750"
"2022","Coconut","June","Mapusa","Goa","10550"
"2022","Coconut","July","Mapusa","Goa","10560"
"2022","Coconut","August","Mapusa","Goa","10550"
"2022","Coconut","September","Mapusa","Goa","10300"
"2022","Coconut","October","Mapusa","Goa","9975"
"2022","Coconut","November","Mapusa","Goa","10000"
"2022","Coconut","December","Mapusa","Goa","10000"
"2023","Coconut","January","Rajahmundry","Andhra Pradesh","23025"
"2023","Coconut","February","Rajahmundry","Andhra Pradesh","22525"
"2023","Coconut","March","Rajahmundry","Andhra Pradesh","19500"
"2023","Coconut","April","Rajahmundry","Andhra Pradesh","17250"
"2023","Coconut","May","Rajahmundry","Andhra Pradesh","17100"
"2023","Coconut","June","Rajahmundry","Andhra Pradesh","16740"
"2023","Coconut","July","Rajahmundry","Andhra Pradesh","16125"
"2023","Coconut","August","Rajahmundry","Andhra Pradesh","15550"
"2023","Coconut","September","Rajahmundry","Andhra Pradesh","15860"
"2023","Coconut","October","Rajahmundry","Andhra Pradesh","16800"
"2023","Coconut","November","Rajahmundry","Andhra Pradesh","17050"
"2023","Coconut","December","Rajahmundry","Andhra Pradesh","17740"
"2023","Coconut","January","Manglore","Karnataka","18000"
"2023","Coconut","February","Manglore","Karnataka","18000"
"2023","Coconut","March","Manglore","Karnataka","18000"
"2023","Coconut","April","Manglore","Karnataka","18000"
"2023","Coconut","May","Manglore","Karnataka","18375"
"2023","Coconut","June","Manglore","Karnataka","18100"
"2023","Coconut","July","Manglore","Karnataka","18375"
"2023","Coconut","August","Manglore","Karnataka","18000"
"2023","Coconut","September","Manglore","Karnataka","18200"
"2023","Coconut","October","Manglore","Karnataka","18125"
"2023","Coconut","November","Manglore","Karnataka","18000"
"2023","Coconut","December","Manglore","Karnataka","18400"
"2023","Coconut","January","Kozhikode","Kerala","10000"
"2023","Coconut","February","Kozhikode","Kerala","10000"
"2023","Coconut","March","Kozhikode","Kerala","10000"
"2023","Coconut","April","Kozhikode","Kerala","10000"
"2023","Coconut","May","Kozhikode","Kerala","9875"
"2023","Coconut","June","Kozhikode","Kerala","9100"
"2023","Coconut","July","Kozhikode","Kerala","9000"
"2023","Coconut","August","Kozhikode","Kerala","9425"
"2023","Coconut","September","Kozhikode","Kerala","9500"
"2023","Coconut","October","Kozhikode","Kerala","9700"
"2023","Coconut","November","Kozhikode","Kerala","10200"
"2023","Coconut","December","Kozhikode","Kerala","10200"
"2023","Coconut","January","Kolkata","West Bengal","30000"
"2023","Coconut","February","Kolkata","West Bengal","27500"
"2023","Coconut","March","Kolkata","West Bengal","25800"
"2023","Coconut","April","Kolkata","West Bengal","25000"
"2023","Coconut","May","Kolkata","West Bengal","25000"
"2023","Coconut","June","Kolkata","West Bengal","24000"
"2023","Coconut","July","Kolkata","West Bengal","22000"
"2023","Coconut","August","Kolkata","West Bengal","22000"
"2023","Coconut","September","Kolkata","West Bengal","22000"
"2023","Coconut","October","Kolkata","West Bengal","24750"
"2023","Coconut","November","Kolkata","West Bengal","25000"
"2023","Coconut","December","Kolkata","West Bengal","25000"
"2023","Coconut","January","Mapusa","Goa","10025"
"2023","Coconut","February","Mapusa","Goa","10000"
"2023","Coconut","March","Mapusa","Goa","10200"
"2023","Coconut","April","Mapusa","Goa","10500"
"2023","Coconut","May","Mapusa","Goa","10275"
"2023","Coconut","June","Mapusa","Goa","10800"
"2023","Coconut","July","Mapusa","Goa","11833"
"2023","Coconut","August","Mapusa","Goa","12000"
"2023","Coconut","September","Mapusa","Goa","12000"
"2023","Coconut","October","Mapusa","Goa","12000"
"2023","Coconut","November","Mapusa","Goa","12000"
"2023","Coconut","December","Mapusa","Goa","12000"
"2022","Almond","January ","Jammu","Jammu & Kashmir","35000"
"2022","Almond","February","Jammu","Jammu & Kashmir","31250"
"2022","Almond","March ","Jammu","Jammu & Kashmir","30000"
"2022","Almond","April ","Jammu","Jammu & Kashmir","30000"
"2022","Almond","May","Jammu","Jammu & Kashmir","30000"
"2022","Almond","June","Jammu","Jammu & Kashmir","30000"
"2022","Almond","July ","Jammu","Jammu & Kashmir","30000"
"2022","Almond","August ","Jammu","Jammu & Kashmir","30000"
"2022","Almond","September ","Jammu","Jammu & Kashmir","30000"
